id,author_cn_name,author_en_name,author_org,backups
85948,魏长宝,,哲学院,哲学
85949,李岩岩,,财政金融学院,应用经济学
85950,程晓霞,,法学院,法学
85951,唐克扬,,艺术学院,艺术学理论
85952,冯凯,,统计学院,统计学
85953,李金飞,,历史学院,中国史
85954,赵峻镭,,商学院,工商管理
85955,可祥,,哲学院,哲学
85956,郑臻,,法学院,法学
85957,静贤,,哲学院,哲学
85958,溥林,,哲学院,哲学
85959,童越善,,马克思主义学院,马克思主义理论
85960,李玲娥,,经济学院,理论经济学
85961,赵慧利,,哲学院,哲学
85962,李烜,,哲学院,哲学
85963,蔚彬,,国际关系学院,政治学
85964,荆伟,,文学院,中国语言文学
85965,郑春梅,,应用经济学院,应用经济学
85966,张后乐,,经济学院,理论经济学
85967,沈云樵,,法学院,法学
85968,裘江杰,,哲学院,哲学
85969,吴景峰,,经济学院,理论经济学
85970,骆桢,,经济学院,理论经济学
85971,王春播,,商学院,工商管理
85972,钟牧原,,马克思主义学院,马克思主义理论
85973,颜慧,,财政金融学院,应用经济学
85974,郑永华,,历史学院,中国史
85975,黄莺,,商学院,工商管理
85976,张忠胜,,马克思主义学院,马克思主义理论
85977,西木,,信息资源管理学院,信息资源管理
85978,王春芳,,应用经济学院,应用经济学
85979,慈明亮,,文学院,中国语言文学
85980,杜绣琳,,文学院,中国语言文学
85981,朱剑,,国际关系学院,政治学
85982,任艳,,新闻学院,新闻传播学
85983,解兴华,,哲学院,哲学
85984,代秋影,,法学院,法学
85985,王潇潇,,经济学院,理论经济学
85986,庄芮,,经济学院,理论经济学
85987,刘翠,,财政金融学院,应用经济学
85988,黄宵羽,,信息资源管理学院,信息资源管理
85989,杨波涛,,商学院,工商管理
85990,康之国,,国际关系学院,政治学
85991,焦扬,,财政金融学院,应用经济学
85992,俞乐琦,,艺术学院,艺术学理论
85993,杨相琴,,马克思主义学院,马克思主义理论
85994,陈益寿,,经济学院,理论经济学
85995,李侃,,历史学院,中国史
85996,班高杰,,哲学院,哲学
85997,韩德强,,经济学院,理论经济学
85998,张永会,,国际关系学院,政治学
85999,杨富斌,,哲学院,哲学
86000,马海军,,国际关系学院,政治学
86001,傅飞强,,劳动人事学院,公共管理
86002,尤乐,,法学院,法学
86003,王文敏,,法学院,法学
86004,桑瑜,,应用经济学院,应用经济学
86005,姜金顺,,历史学院,中国史
86006,赵泓任,,法学院,法学
86007,马义保,,哲学院,哲学
86008,刘文斌,,哲学院,哲学
86009,常亮,,商学院,工商管理
86010,吴海洋,,文学院,中国语言文学
86011,陈放鸣,,经济学院,理论经济学
86012,王文潭,,商学院,工商管理
86013,孙茂霞,,哲学院,哲学
86014,毕芙蓉,,哲学院,哲学
86015,胡小琴,,哲学院,哲学
86016,王汉儒,,经济学院,理论经济学
86017,孙炳晗,,国学院,中国语言文学
86018,于静怡,,哲学院,哲学
86019,刘仲康,,商学院,工商管理
86020,张曼迪,,国学院,中国语言文学
86021,李广仓,,文学院,中国语言文学
86022,关健,,财政金融学院,应用经济学
86023,王群燕,,马克思主义学院,马克思主义理论
86024,易法敏,,商学院,工商管理
86025,李艳梅,,法学院,法学
86026,韩克芳,,法学院,法学
86027,秦冠英,,教育学院,教育学
86028,李忠庆,,马克思主义学院,马克思主义理论
86029,严冰,,马克思主义学院,马克思主义理论
86030,赵海立,,国际关系学院,政治学
86031,孙璐,,哲学院,哲学
86032,白天,,公共管理学院,公共管理
86033,成立,,公共管理学院,公共管理
86034,余逢伯,,经济学院,理论经济学
86035,黄晓巍,,历史学院,中国史
86036,张莉敏,,信息资源管理学院,信息资源管理
86037,刘传稿,,法学院,法学
86038,于杰,,法学院,法学
86039,金苑,,经济学院,理论经济学
86040,左琳,,信息资源管理学院,信息资源管理
86041,杨清清,,应用经济学院,应用经济学
86042,胡晔,,历史学院,中国史
86043,张肖桐,,马克思主义学院,马克思主义理论
86044,冯怡然,,国际关系学院,政治学
86045,周妍,,哲学院,哲学
86046,林宝,,社会与人口学院,社会学
86047,于晓峰,"Yu, Xiaofeng",商学院,工商管理
86048,杜萍,,劳动人事学院,公共管理
86049,彭莉媛,,国际关系学院,政治学
86050,苌岚,,历史学院,中国史
86051,左承颖,,历史学院,中国史
86052,苏筱,,社会与人口学院,社会学
86053,王文英,,继续教育学院,
86054,张政军,,商学院,工商管理
86055,胡陇琳,,统计学院,统计学
86056,马晓颖,,哲学院,哲学
86057,刘颜玲,,文学院,中国语言文学
86058,吴娟,,文学院,中国语言文学
86059,高鸿业,,经济学院,理论经济学
86060,蔡锺翔,,文学院,中国语言文学
86061,杨兵,,应用经济学院,应用经济学
86062,宁全荣,,哲学院,哲学
86063,侯天佐,,马克思主义学院,马克思主义理论
86064,古丽巍,,历史学院,中国史
86065,曾令巍,,哲学院,哲学
86066,姚弘芹,,哲学院,哲学
86067,温慧卿,,法学院,法学
86068,张亦冰,,历史学院,中国史
86069,丁超,,历史学院,中国史
86070,王艳慧,,法学院,法学
86071,常园,,教育学院,教育学
86072,林杏光,,国际文化交流学院,语言学
86073,石文卓,,马克思主义学院,马克思主义理论
86074,魏广君,,哲学院,哲学
86075,翟文忠,,马克思主义学院,马克思主义理论
86076,陈胜军,,劳动人事学院,公共管理
86077,文宣方,,哲学院,哲学
86078,沈霄戈,,新闻学院,新闻传播学
86079,董洪杰,,文学院,中国语言文学
86080,宋文辉,,文学院,中国语言文学
86081,姜希伦,,马克思主义学院,马克思主义理论
86082,许宏涛,,法学院,法学
86083,崔瑾,,历史学院,中国史
86084,贺志韧,,哲学院,哲学
86085,郭晓雷,,统计学院,统计学
86086,王改改,,国际文化交流学院,语言学
86087,赵娟娟,,国际关系学院,政治学
86088,彭玉冰,,商学院,工商管理
86089,刘剑,,哲学院,哲学
86090,苏志强,,法学院,法学
86091,宣庆坤,,哲学院,哲学
86092,刘甡,,法学院,法学
86093,陈宇学,,商学院,工商管理
86094,向松祚,,应用经济学院,应用经济学
86095,闫雪,,国学院,中国语言文学
86096,村上正和,,历史学院,中国史
86097,杜春媚,,哲学院,哲学
86098,赵月,,新闻学院,新闻传播学
86099,孙嵘,,应用经济学院,应用经济学
86100,马逸璇,,法学院,法学
86101,刘藩,,文学院,中国语言文学
86102,王丹林,,历史学院,中国史
86103,马雅清,,法学院,法学
86104,徐惟诚,,哲学院,哲学
86105,杨照宇,,法学院,法学
86106,张丽香,,国学院,中国语言文学
86107,戴锋宁,,国际关系学院,政治学
86108,魏士国,,哲学院,哲学
86109,张蓬,,法学院,法学
86110,苏娜,,马克思主义学院,马克思主义理论
86111,方玥,,历史学院,中国史
86112,王震江,,财政金融学院,应用经济学
86113,赵艳婷,,哲学院,哲学
86114,罗莉,,法学院,法学
86115,张劲,,马克思主义学院,马克思主义理论
86116,白洋本,,文学院,中国语言文学
86117,刘严,,国学院,中国语言文学
86118,齐晓伶,,法学院,法学
86119,魏强,,法学院,法学
86120,张亦平,,经济学院,理论经济学
86121,谭亚莉,,哲学院,哲学
86122,辛晓娟,,国学院,中国语言文学
86123,郎丰霞,,历史学院,中国史
86124,胡顺强,,马克思主义学院,马克思主义理论
86125,王留一,,法学院,法学
86126,娄毅翔,,公共管理学院,公共管理
86127,吕箐雯,,哲学院,哲学
86128,赵申豪,,法学院,法学
86129,李亚杰,,统计学院,统计学
86130,杨倩如,"Qianru, Yang",国学院,中国语言文学
86131,高茂兵,,历史学院,中国史
86132,李雅婧,,公共管理学院,公共管理
86133,刘姗姗,,历史学院,中国史
86134,王芳芳,,哲学院,哲学
86135,蔡崎峰,,法学院,法学
86136,郑其斌,,法学院,法学
86137,胡云皓,,马克思主义学院,马克思主义理论
86138,王道发,,法学院,法学
86139,李劼,,法学院,法学
86140,戴兴泓,,法学院,法学
86141,程玟玟,,法学院,法学
86142,俞运宏,,新闻学院,新闻传播学
86143,杨朝辉,,经济学院,理论经济学
86144,温磊,,财政金融学院,应用经济学
86145,陈冰,,历史学院,中国史
86146,王秀峰,,信息资源管理学院,信息资源管理
86147,朱函葳,,经济学院,理论经济学
86148,陈蕴真,,应用经济学院,应用经济学
86149,陈亚平,,历史学院,中国史
86150,彭宇哲,,哲学院,哲学
86151,马楠,,文学院,中国语言文学
86152,陈悟朝,,商学院,工商管理
86153,钟经武,,商学院,工商管理
86154,杨燕绥,,劳动人事学院,公共管理
86155,周苏玉,,马克思主义学院,马克思主义理论
86156,薄伟康,,应用经济学院,应用经济学
86157,韩晓怡,,环境学院,环境科学与工程
86158,李中天,,马克思主义学院,马克思主义理论
86159,李明秀,,经济学院,理论经济学
86160,欧庭高,,哲学院,哲学
86161,邓俊,,商学院,工商管理
86162,郭和,"He, Guo;Guo, He",法学院,法学
86163,何亦凡,,国学院,中国语言文学
86164,赵培楠,,哲学院,哲学
86165,那顺达来,,历史学院,中国史
86166,孟繁勇,,历史学院,中国史
86167,白雪原,,财政金融学院,应用经济学
86168,蒲海涛,,历史学院,中国史
86169,王翾锋,,财政金融学院,应用经济学
86170,彭月肖,,哲学院,哲学
86171,张燚明,,历史学院,中国史
86172,吕宽庆,,历史学院,中国史
86173,范阳阳,,文学院,中国语言文学
86174,徐华飞,,环境学院,环境科学与工程
86175,陈达,,商学院,工商管理
86176,刘祎,,马克思主义学院,马克思主义理论
86177,付苑,,信息资源管理学院,信息资源管理
86178,石绘,"Shi, Hui",文学院,中国语言文学
86179,乌兰其木格,,历史学院,中国史
86180,郭剑化,,历史学院,中国史
86181,艾达,,新闻学院,新闻传播学
86182,吴楚舒,,文学院,中国语言文学
86183,孙会修,,历史学院,中国史
86184,胡梦芸,,社会与人口学院,社会学
86185,汤梦君,,社会与人口学院,社会学
86186,尚竑,,艺术学院,艺术学理论
86187,杜辛欣,,法学院,法学
86188,马幸子,,历史学院,中国史
86189,曹沁颖,,公共管理学院,公共管理
86190,罗布,,历史学院,中国史
86191,梁丽萍,,社会与人口学院,社会学
86192,裴健智,,哲学院,哲学
86193,马醒初,"Ma, Xingchu",哲学院,哲学
86194,林斗志,,商学院,工商管理
86195,陶晶,,应用经济学院,应用经济学
86196,欧纯智,,公共管理学院,公共管理
86197,孔令洁,,历史学院,中国史
86198,房珊,,劳动人事学院,公共管理
86199,张以静,,历史学院,中国史
86200,徐鹏博,,法学院,法学
86201,宋羽,,历史学院,中国史
86202,郭振家,,国际关系学院,政治学
86203,谭世贵,,法学院,法学
86204,刘雪梅,,经济学院,理论经济学
86205,胡江,,商学院,工商管理
86206,聂鸿杰,,财政金融学院,应用经济学
86207,刘德浩,,公共管理学院,公共管理
86208,张凤,,法学院,法学
86209,周宸立,,法学院,法学
86210,徐纪阳,,文学院,中国语言文学
86211,李海飞,,经济学院,理论经济学
86212,项秉光,,哲学院,哲学
86213,朱建平,,哲学院,哲学
86214,陈晖,,文学院,中国语言文学
86215,温少昊,,法学院,法学
86216,孔迎川,,历史学院,中国史
86217,卢爽,,财政金融学院,应用经济学
86218,吴薇,,法学院,法学
86219,黄光顺,,哲学院,哲学
86220,卫知唤,,国际关系学院,政治学
86221,甄 贞,,法学院,法学
86222,王元,,国际关系学院,政治学
86223,王世杰,,法学院,法学
86224,朱厚刚,,文学院,中国语言文学
86225,殷何辉,,文学院,中国语言文学
86226,徐国松,,马克思主义学院,马克思主义理论
86227,林辰,,哲学院,哲学
86228,张志明,,经济学院,理论经济学
86229,刘榃,,法学院,法学
86230,李宝玉,,新闻学院,新闻传播学
86231,陆益美,,应用经济学院,应用经济学
86232,徐小琴,,商学院,工商管理
86233,潘小溪,,哲学院,哲学
86234,胡召平,,财政金融学院,应用经济学
86235,李金花,,文学院,中国语言文学
86236,莫里斯,,国际关系学院,政治学
86237,郑文华,,国际关系学院,政治学
86238,唐矿,"Tang, Kuang;Kuang, Tang",劳动人事学院,公共管理
86239,兰迪,,法学院,法学
86240,白玉,,文学院,中国语言文学
86241,张伟明,,法学院,法学
86242,王以培,,文学院,中国语言文学
86243,冯立,,国学院,中国语言文学
86244,吴东碧,,哲学院,哲学
86245,曲辉,,历史学院,中国史
86246,耿瑛丽,,文学院,中国语言文学
86247,彭小龙,"Peng, Xiaolong",法学院,法学
86248,赵秋菊,,劳动人事学院,公共管理
86249,郑国娟,,劳动人事学院,公共管理
86250,秦玉娟,,马克思主义学院,马克思主义理论
86251,郭昱,,外国语学院,外国语言文学
86252,张治,,文学院,中国语言文学
86253,尹哲,,哲学院,哲学
86254,杨小强,,哲学院,哲学
86255,江晓成,,历史学院,中国史
86256,丁莉婷,,国际关系学院,政治学
86257,陈丽红,,劳动人事学院,公共管理
86258,房宪鹏,,新闻学院,新闻传播学
86259,温彩霞,,应用经济学院,应用经济学
86260,吕宇平,,哲学院,哲学
86261,邵学清,,统计学院,统计学
86262,李依茵,,法学院,法学
86263,丁怡萌,,文学院,中国语言文学
86264,陈喜荣,,国际关系学院,政治学
86265,满涛,,法学院,法学
86266,刘文萃,,公共管理学院,公共管理
86267,罗智勇,,法学院,法学
86268,王倩,,法学院,法学
86269,佟斯文,,历史学院,中国史
86270,史岩,,经济学院,理论经济学
86271,王尔,,历史学院,中国史
86272,吴妙诗,,财政金融学院,应用经济学
86273,朱雯,,社会与人口学院,社会学
86274,肖剑,,文学院,中国语言文学
