author_min,author_max,zw_cooper_num,scopus_cooper_num,total_cooper_num,interdiscipline
92320,101772,0,1,1,0
101842,114653,0,2,2,0
113915,114059,0,1,1,0
115518,116009,0,1,1,0
99684,109349,0,2,2,0
95571,95572,1,0,1,0
91507,99131,2,0,2,0
104958,110286,1,0,1,0
100419,108742,2,0,2,0
92502,108866,1,0,1,0
96496,101345,0,1,1,0
102198,104234,3,0,3,0
94657,114484,0,1,1,0
97278,110088,1,1,2,0
106136,114998,0,1,1,0
110126,114512,0,2,2,0
106011,108172,3,0,3,0
115047,115722,0,1,1,0
90419,90420,3,0,3,0
108967,113819,0,2,2,0
97459,103951,1,0,1,0
102737,103136,1,3,4,0
86493,97986,0,1,1,0
89155,93165,1,0,1,0
114595,116230,0,4,4,0
114007,114208,0,1,1,0
89139,109171,2,0,2,0
93798,105576,1,0,1,1
95017,112979,0,1,1,0
95547,112904,0,1,1,0
91465,113278,0,2,2,0
103309,111962,1,0,1,0
90781,102717,2,0,2,0
92765,115330,0,1,1,0
105720,108589,0,1,1,0
90896,104095,1,0,1,0
100668,108522,3,0,3,0
94256,109349,0,3,3,0
106987,109168,6,0,6,0
113321,115901,0,2,2,0
100146,104491,0,2,2,0
113806,115811,0,1,1,0
99296,108360,1,0,1,0
95634,115018,0,1,1,0
96710,114664,0,1,1,0
102724,114431,0,1,1,0
95033,98525,1,0,1,0
91740,92206,4,14,18,0
95216,104863,1,0,1,0
108786,110670,0,1,1,1
113702,115871,0,1,1,0
108786,109671,2,0,2,0
91672,115735,0,1,1,0
94446,115992,0,1,1,0
112715,114674,0,1,1,0
113129,115206,0,1,1,0
113238,116065,0,1,1,0
96373,114785,0,3,3,0
103258,110896,4,0,4,0
113170,113555,0,1,1,0
110515,110841,1,0,1,0
107327,113640,0,1,1,0
92467,95548,0,15,15,0
100996,108930,0,2,2,0
90389,107378,1,0,1,0
111123,111991,1,0,1,0
109704,114241,0,1,1,0
90256,109431,1,0,1,0
99082,113981,0,1,1,0
93454,104003,1,3,4,0
101613,105073,2,0,2,0
102386,105303,4,0,4,0
113908,114327,0,1,1,0
89945,103131,1,0,1,0
94111,105807,0,1,1,0
89173,105225,1,0,1,0
95716,100375,1,0,1,0
93396,106773,1,0,1,0
100727,102053,1,0,1,1
107377,107554,2,0,2,0
109661,110089,3,5,8,0
96373,114752,0,1,1,0
87691,115077,0,1,1,0
93120,101233,1,0,1,0
112979,116044,0,1,1,0
92993,103210,1,0,1,0
89343,89344,2,0,2,0
103672,107061,1,0,1,0
110673,111723,1,0,1,0
95251,114099,0,1,1,0
89346,93751,1,0,1,1
95049,114918,0,1,1,0
102940,105761,2,0,2,0
92555,107408,0,13,13,0
96424,114772,0,1,1,0
98968,106843,1,0,1,0
99789,106150,3,0,3,0
97456,105718,3,0,3,0
90031,98453,2,0,2,0
101252,101431,2,0,2,0
103071,105212,1,0,1,0
90698,109757,1,0,1,0
101825,105877,1,0,1,0
108930,109085,2,0,2,0
102515,110134,1,0,1,0
99329,115164,0,1,1,0
92184,105449,1,0,1,0
100683,105429,0,1,1,0
100860,103529,1,0,1,1
99544,103774,1,0,1,0
86433,109273,0,1,1,0
94220,94221,1,0,1,0
94220,94222,1,0,1,0
99955,105980,1,0,1,0
102399,113974,0,1,1,0
89146,113764,0,1,1,0
89679,107059,3,3,6,0
103312,108490,2,0,2,1
92239,106215,2,1,3,0
90995,102963,1,0,1,0
102454,115073,0,2,2,0
100969,102826,1,0,1,0
104434,116301,0,4,4,0
89346,91165,1,0,1,0
98213,102399,3,0,3,0
101179,104611,1,0,1,0
98415,98831,1,0,1,0
99343,107218,1,0,1,0
95947,107525,1,0,1,0
95841,99498,0,1,1,0
95076,108917,0,1,1,0
89579,93256,0,1,1,0
96606,107215,1,0,1,0
91541,98359,1,0,1,0
90495,102502,1,0,1,0
99532,102179,1,0,1,0
113945,116311,0,6,6,0
89282,106039,2,0,2,0
91625,99849,1,0,1,0
90318,103918,1,0,1,0
89256,109466,1,0,1,0
95056,113623,0,1,1,0
94510,107565,1,0,1,0
92173,114335,0,1,1,0
101838,111936,5,0,5,0
92212,116227,0,1,1,0
100298,110089,1,8,9,0
101314,102473,1,2,3,0
91672,113104,0,39,39,0
102998,114706,0,1,1,0
106693,106928,1,0,1,0
95581,105950,1,0,1,0
98185,104280,1,0,1,1
89514,89515,1,0,1,0
99955,103372,2,0,2,0
91091,103209,1,0,1,0
89420,102127,2,0,2,0
103258,110865,1,0,1,0
98659,113093,0,1,1,0
96472,104326,0,2,2,0
94466,94695,1,0,1,0
92468,101356,1,41,42,0
99006,105694,2,8,10,0
97990,100519,1,0,1,0
87568,111447,1,0,1,0
97945,99995,1,0,1,0
112920,114349,0,1,1,0
113611,115620,0,1,1,0
95956,95958,1,3,4,0
90822,103025,3,0,3,0
95956,95957,1,4,5,0
95956,95959,1,3,4,0
95046,115324,0,2,2,0
102627,108131,4,0,4,0
96445,112814,0,4,4,0
106630,108553,1,0,1,0
97473,102465,1,0,1,0
107277,108761,1,0,1,0
99113,106744,1,0,1,0
90554,109996,1,0,1,0
91287,100997,2,0,2,0
104430,114202,0,1,1,0
90182,110008,1,0,1,0
91010,100351,2,0,2,0
90243,99254,1,0,1,0
113104,115619,0,1,1,0
92436,98437,2,2,4,0
106177,115453,0,1,1,1
113179,113624,0,1,1,0
98968,106882,0,2,2,0
93550,103669,1,0,1,1
114084,115707,0,1,1,0
109090,109639,18,9,27,0
98357,102081,1,0,1,0
92933,113125,0,1,1,0
93945,100111,1,0,1,1
99729,104710,1,0,1,1
99856,100905,0,1,1,0
95046,115313,0,4,4,0
95011,106215,4,2,6,0
96684,114595,0,1,1,0
100676,102325,1,0,1,0
90126,108570,1,0,1,0
114067,116386,0,1,1,0
103274,113430,0,1,1,0
113555,115525,0,4,4,0
93460,110008,1,0,1,0
95046,115318,0,1,1,0
108498,109708,0,2,2,0
92500,106509,1,0,1,0
91212,113139,0,1,1,0
90518,112585,0,1,1,0
89824,96003,1,0,1,0
94658,112973,0,2,2,0
99463,101898,2,0,2,0
114525,116091,0,7,7,0
94245,106203,0,1,1,0
101454,101782,1,0,1,0
92508,107052,1,0,1,0
103505,106783,1,0,1,0
91274,106908,1,0,1,0
98283,103710,1,0,1,0
92093,105214,1,0,1,0
102438,112500,0,1,1,0
92385,99831,1,0,1,0
108637,110008,1,0,1,0
109338,109597,1,2,3,0
107523,109775,1,0,1,0
96445,112848,0,2,2,0
110096,113302,0,3,3,0
95506,104462,1,0,1,1
92627,98122,1,0,1,0
97610,99955,2,0,2,0
102394,103932,2,0,2,0
100459,106363,2,0,2,1
102772,107984,1,1,2,0
106887,108035,2,1,3,0
95886,95887,1,8,9,0
107086,109397,1,0,1,0
96281,99568,1,0,1,0
94228,109508,1,0,1,0
92767,99955,1,0,1,0
97032,101996,1,0,1,0
96899,105241,1,0,1,1
103237,109743,1,0,1,0
99321,102801,1,0,1,0
89396,108799,1,0,1,0
92220,100698,1,0,1,0
110096,115977,0,5,5,0
101970,102643,1,0,1,0
93193,99516,2,0,2,0
92698,100125,1,0,1,0
90435,110043,1,0,1,0
113288,115730,0,1,1,0
94980,116126,0,1,1,0
96445,112849,0,1,1,0
96912,100359,1,0,1,0
92183,92572,1,1,2,0
91812,110241,0,2,2,0
93856,106637,3,0,3,0
99945,105405,1,1,2,0
98342,109198,1,0,1,0
89889,105714,1,0,1,0
98845,99019,1,0,1,0
113025,113052,0,3,3,0
90676,103413,2,0,2,0
90676,103418,1,0,1,0
95093,115018,0,2,2,0
104178,105297,1,1,2,0
92564,108133,2,0,2,0
102387,114599,0,1,1,1
96145,101772,1,0,1,0
89773,104599,1,0,1,0
91636,107744,1,0,1,0
99547,108619,3,0,3,0
93548,100748,2,0,2,0
89084,92251,1,0,1,0
113374,115330,0,1,1,0
113727,115494,0,1,1,0
109020,110388,0,1,1,0
95054,113903,0,10,10,0
91779,110096,0,1,1,0
92767,116342,0,1,1,1
114184,114255,0,2,2,0
108112,110088,0,1,1,0
109704,114288,0,2,2,0
95047,112530,0,2,2,0
92407,92408,2,0,2,0
93935,103092,1,0,1,0
92151,106363,1,0,1,0
92765,95544,1,0,1,0
91448,95568,1,0,1,0
98582,99434,1,4,5,0
108508,114243,0,3,3,0
92845,100497,1,0,1,0
105928,110388,1,0,1,1
92516,105249,0,1,1,1
98715,98805,0,1,1,0
92747,100125,0,1,1,0
91900,101505,2,0,2,0
102970,107901,2,0,2,0
99345,111936,1,0,1,0
92194,99232,1,0,1,0
95049,96402,1,7,8,0
92350,113759,0,9,9,0
95049,96401,1,3,4,0
93268,105617,1,0,1,0
94262,105540,1,0,1,0
89130,103797,1,0,1,0
93065,96292,0,1,1,1
91212,101126,0,1,1,0
90036,116227,0,1,1,0
94317,105618,1,0,1,0
93065,96290,0,1,1,1
102757,110089,1,9,10,0
94222,107681,1,0,1,0
96675,101838,1,0,1,0
97312,107866,1,0,1,0
108808,113164,0,1,1,0
104603,108418,3,1,4,0
100513,116088,0,1,1,0
95075,100740,1,0,1,0
114021,115303,0,1,1,0
93989,102723,1,0,1,0
92828,93562,1,0,1,0
94314,100727,1,0,1,0
94986,107305,1,0,1,0
101618,115074,0,2,2,1
101454,101716,3,0,3,0
114525,116052,0,1,1,0
104149,110127,1,0,1,0
101069,107984,0,1,1,0
101402,104436,1,0,1,0
112905,116091,0,1,1,0
99820,116419,0,1,1,1
98968,106802,1,3,4,0
103157,115377,0,1,1,0
106601,114793,0,1,1,0
91864,92768,0,1,1,0
90560,90561,2,0,2,0
91489,96142,0,1,1,0
98968,106809,1,0,1,0
95546,115671,0,3,3,0
91803,99082,2,0,2,0
100742,101623,1,0,1,0
90999,98597,3,0,3,0
102239,107704,3,0,3,0
110096,113351,0,3,3,0
102724,114465,0,9,9,0
97600,105118,1,0,1,0
102724,114467,0,1,1,0
104430,114280,0,5,5,0
97843,113877,0,3,3,1
92261,99527,1,0,1,0
102718,106631,2,0,2,0
98211,114610,0,1,1,0
91465,94658,0,2,2,0
91324,95241,1,0,1,0
91324,95240,2,0,2,0
91324,95242,1,0,1,0
101359,109405,1,0,1,1
92615,92616,1,2,3,0
88658,104172,0,1,1,0
100298,112759,0,2,2,0
102613,112745,0,2,2,0
100054,101677,1,0,1,0
95888,100256,1,0,1,0
110088,115164,0,1,1,0
114885,116085,0,3,3,1
92029,98831,1,0,1,0
92233,105689,1,0,1,0
92705,103826,1,0,1,0
89284,108390,1,0,1,0
104392,105406,1,0,1,0
104571,106319,1,0,1,0
100399,105790,0,3,3,0
102021,106190,1,0,1,0
94046,114297,0,1,1,0
94964,98494,1,5,6,0
102703,113136,0,1,1,0
97003,102086,2,0,2,0
93383,113268,0,7,7,0
95054,113822,0,11,11,0
112919,116400,0,1,1,0
95779,100748,1,1,2,0
86598,111468,1,0,1,0
91234,105275,1,0,1,0
110141,112731,0,1,1,0
95017,112870,0,1,1,0
99720,105231,1,0,1,0
98190,116332,0,1,1,1
91719,92684,1,0,1,0
91864,92780,0,1,1,0
102991,106832,1,0,1,0
109219,109223,1,0,1,0
115105,115437,0,1,1,0
102991,106844,4,0,4,0
100213,107531,1,0,1,1
92122,92938,1,1,2,0
89702,101993,0,1,1,1
113936,114106,0,1,1,0
110521,115242,0,3,3,0
103577,106563,1,0,1,0
112643,115201,0,1,1,0
101708,110804,1,0,1,0
101703,112865,0,1,1,0
113560,114396,0,1,1,0
104843,106749,1,0,1,0
104401,105003,0,10,10,1
102491,106620,1,0,1,0
98333,107649,1,0,1,0
91067,98350,1,0,1,0
113230,115651,0,2,2,0
103662,115661,0,2,2,0
90177,109678,0,1,1,0
89383,103729,1,0,1,0
100956,108319,0,1,1,0
93336,100351,2,0,2,0
110329,111972,1,0,1,0
100855,105915,2,0,2,0
89673,89971,1,0,1,0
90216,100456,5,0,5,0
100774,103899,1,0,1,0
91751,99665,2,0,2,0
103061,107016,1,0,1,0
97277,106601,1,0,1,0
92977,103648,3,7,10,1
100351,104942,1,0,1,0
96014,99580,2,0,2,0
99571,107810,2,0,2,0
98573,107941,2,0,2,0
95953,102361,1,1,2,0
96410,113109,0,4,4,0
100919,106011,1,0,1,0
95841,107664,0,1,1,0
96975,100882,1,0,1,0
99729,102286,2,0,2,0
91357,108959,6,11,17,0
114007,114197,0,1,1,0
103591,109419,1,0,1,0
114839,115457,0,1,1,0
99249,109349,0,3,3,0
112787,113387,0,1,1,0
91967,91968,1,0,1,0
106263,115150,0,5,5,0
99897,115806,0,1,1,0
90320,105048,1,0,1,0
105141,107379,2,0,2,0
98261,98959,2,0,2,0
113357,116191,0,1,1,0
95114,101131,0,1,1,0
99283,99966,2,0,2,0
93792,103824,1,0,1,0
100502,101428,1,0,1,0
95872,113580,0,15,15,0
95958,114928,0,1,1,0
105064,112761,0,4,4,0
99011,103079,0,2,2,0
89485,102028,4,2,6,0
92782,100125,0,1,1,0
103290,114018,0,1,1,0
95790,98571,0,3,3,0
95301,109704,1,1,2,0
110088,115121,0,3,3,0
89629,102703,1,0,1,0
100298,112708,0,2,2,0
100516,100591,1,0,1,0
89281,102810,1,0,1,0
114827,116230,0,4,4,0
112787,113396,0,1,1,0
92263,99437,1,0,1,0
104987,116023,0,1,1,0
113025,113104,0,1,1,0
92740,114467,0,1,1,0
103136,114048,0,1,1,0
95085,109886,1,0,1,0
103202,110242,1,0,1,0
88749,95872,0,3,3,0
115033,116091,0,1,1,0
114358,114569,0,8,8,0
101766,107009,2,0,2,0
106778,108732,6,0,6,0
102473,114336,0,1,1,0
99155,104298,2,0,2,0
91465,115950,0,1,1,0
114707,114986,0,6,6,0
92697,107463,2,0,2,0
105908,107866,1,0,1,0
100279,101680,1,0,1,0
103491,108298,2,0,2,0
91361,103783,1,0,1,0
99654,109874,1,0,1,0
92108,112911,0,1,1,0
92828,114274,0,1,1,0
106372,106572,1,0,1,0
95047,95049,1,5,6,0
102424,103400,1,0,1,0
95047,95048,1,5,6,0
100308,104179,9,2,11,0
114304,115019,0,1,1,0
98860,99385,1,0,1,0
90042,101475,1,0,1,0
102061,105419,1,0,1,0
93641,101424,1,0,1,0
98856,106427,0,2,2,1
114827,116258,0,2,2,0
103457,114658,0,1,1,1
92798,101456,1,0,1,0
96712,96755,1,0,1,0
91626,113867,0,1,1,0
98636,113137,0,2,2,0
90495,91711,1,0,1,0
90945,90946,1,0,1,0
90842,100631,2,0,2,0
99849,111754,1,0,1,0
101343,108146,1,0,1,0
106832,108880,1,0,1,0
97893,99874,1,0,1,0
103635,106307,1,0,1,0
89509,98699,1,0,1,0
113727,115430,0,2,2,0
89427,89636,1,0,1,0
91794,91795,1,0,1,0
108853,113864,0,1,1,0
113383,115162,0,1,1,0
102204,112772,0,2,2,0
113225,115489,0,1,1,0
106283,111449,1,0,1,0
106121,107310,1,0,1,0
101090,109493,1,0,1,0
89222,106477,1,0,1,0
97409,106848,0,1,1,0
93164,102403,1,0,1,0
102786,104300,1,0,1,0
89427,89637,1,0,1,0
98023,101952,1,0,1,0
109264,109756,1,0,1,0
110989,110998,1,0,1,0
106630,108521,1,0,1,0
96997,107923,1,0,1,0
98659,103662,1,5,6,0
98968,116160,0,1,1,0
110989,110999,1,0,1,0
98968,116165,0,2,2,0
104738,105401,1,0,1,0
96893,102064,1,0,1,0
95949,107327,0,1,1,0
89529,99677,4,0,4,0
112574,114986,0,2,2,0
96343,100434,1,0,1,0
94466,105596,1,0,1,0
98189,106264,1,0,1,0
105841,108671,1,0,1,0
110089,113659,0,1,1,0
104326,106054,1,1,2,0
96317,101644,1,0,1,1
92543,99463,1,0,1,0
90078,104378,1,0,1,0
105021,114106,0,3,3,0
93852,105769,1,0,1,0
98971,104400,1,0,1,0
95317,99134,1,0,1,0
102387,114700,0,1,1,1
89082,89522,1,0,1,0
115173,115884,0,1,1,0
90437,99433,3,0,3,0
97888,108724,1,0,1,0
95872,113555,0,3,3,0
86433,112734,0,1,1,0
113987,115301,0,2,2,0
109090,109433,3,0,3,0
100210,109278,1,0,1,0
114544,115173,0,3,3,0
93630,109168,1,0,1,0
114430,115052,0,1,1,0
90796,107336,1,0,1,0
92692,109482,0,2,2,0
106148,109391,1,0,1,0
113413,116017,0,2,2,0
113323,115611,0,1,1,0
109238,111902,1,0,1,0
89500,108273,1,0,1,0
113100,114698,0,2,2,0
98571,104245,0,1,1,0
89579,107301,0,1,1,0
90618,101887,1,0,1,0
92205,113225,0,1,1,0
90935,94135,1,0,1,1
89956,108925,1,0,1,0
104571,108914,1,0,1,0
100727,104747,4,0,4,0
92031,115509,0,1,1,0
89055,102180,1,0,1,0
113367,114365,0,1,1,0
94295,94296,1,0,1,0
96524,98119,1,0,1,0
105010,113480,0,1,1,0
114544,115182,0,2,2,0
95260,105584,1,0,1,0
95243,106215,2,2,4,0
89641,103932,2,0,2,0
109639,115905,0,1,1,1
110089,113678,0,2,2,0
99165,103713,10,0,10,0
94763,108190,1,0,1,1
98454,98817,1,0,1,0
102149,115403,0,12,12,1
112822,114384,0,1,1,0
91033,99683,1,0,1,0
94958,98991,2,0,2,0
112715,114629,0,4,4,0
102552,104677,1,0,1,0
114039,116240,0,1,1,0
92213,92214,1,0,1,0
106882,115466,0,4,4,0
92688,92689,1,0,1,0
92915,108304,1,0,1,0
98023,101996,1,0,1,0
91781,116401,0,3,3,0
110089,113675,0,1,1,0
89434,104968,1,0,1,0
95969,115689,0,1,1,0
110089,113673,0,2,2,0
90882,109562,3,0,3,0
93858,108967,1,0,1,0
89576,100527,1,0,1,0
91986,92563,0,1,1,0
95073,100910,1,0,1,0
112787,113300,0,1,1,0
91469,98991,1,6,7,0
113104,115443,0,2,2,0
92343,100427,1,0,1,0
98549,109937,3,0,3,0
103662,115687,0,1,1,0
91623,102261,1,0,1,0
101117,114963,0,1,1,0
115523,116164,0,1,1,0
113978,114408,0,1,1,0
91927,103395,2,7,9,0
91848,115619,0,1,1,0
108955,114758,0,1,1,1
98991,109931,1,0,1,0
114363,114525,0,1,1,1
98230,101551,1,0,1,0
112787,113312,0,1,1,0
105994,109405,1,0,1,0
98968,116130,0,2,2,0
93886,108939,1,0,1,0
101117,102998,1,3,4,0
106404,107182,1,0,1,0
107316,110389,0,2,2,0
92436,108302,0,3,3,0
101101,113506,0,19,19,0
114753,115346,0,8,8,0
113067,114796,0,1,1,0
106915,108064,4,0,4,0
90035,90659,1,0,1,1
92988,116359,0,3,3,0
90825,101456,1,0,1,0
92558,105540,1,2,3,0
110089,113647,0,5,5,0
104942,108064,3,0,3,0
97006,102991,1,0,1,0
96030,106363,0,1,1,0
101819,110088,0,1,1,0
89049,110984,1,0,1,1
91282,100103,0,1,1,0
95049,114968,0,3,3,0
90533,106040,1,0,1,0
105212,113639,0,1,1,0
112962,115928,0,1,1,0
92340,102147,1,0,1,0
92906,108714,1,1,2,0
96259,96260,1,0,1,0
115433,115784,0,1,1,1
106669,107926,1,0,1,0
103519,104378,1,0,1,0
91121,101099,1,0,1,0
115518,116122,0,12,12,0
95227,107941,3,0,3,0
92019,104873,1,0,1,0
92765,115345,0,1,1,0
91667,102127,1,0,1,0
110852,111436,1,0,1,0
102696,114620,0,2,2,0
113615,116394,0,1,1,0
101859,107087,1,0,1,0
98805,107751,1,0,1,1
98047,107452,1,0,1,0
110089,113634,0,1,1,0
101031,102734,1,0,1,0
103008,103435,2,0,2,0
113413,116048,0,3,3,0
103888,109466,4,2,6,0
98549,109948,1,0,1,0
112550,115275,0,1,1,0
94881,113388,0,2,2,0
95240,95241,1,0,1,0
95240,95242,1,0,1,0
92176,109707,2,0,2,0
101819,110089,0,2,2,0
102361,115263,0,1,1,0
92173,98454,0,1,1,0
102275,103697,1,0,1,0
98968,104184,1,0,1,0
99955,103400,2,1,3,0
99895,112134,1,0,1,0
103137,109740,1,0,1,0
101607,112474,1,0,1,0
101623,105624,1,0,1,0
97680,97681,1,0,1,0
91379,104918,1,0,1,0
111220,112167,2,0,2,0
104768,107893,2,0,2,0
91022,112956,0,1,1,0
92596,99603,1,0,1,0
112526,116062,0,1,1,0
92802,99297,1,0,1,0
94287,107678,3,4,7,0
104092,107624,1,0,1,0
91738,92906,0,1,1,0
89425,99849,2,0,2,0
91738,92907,0,1,1,0
101988,104971,1,0,1,0
102724,114552,0,2,2,0
91135,114536,0,1,1,0
91212,115832,0,1,1,0
100710,112962,0,1,1,0
89579,93334,0,1,1,0
102724,114559,0,8,8,0
112497,113605,0,2,2,0
97748,109621,1,0,1,0
91999,115448,0,1,1,1
99246,116401,0,2,2,0
100996,108817,3,0,3,0
102274,110421,1,0,1,0
93157,98620,1,0,1,0
92564,108286,2,0,2,0
104028,112835,0,4,4,0
102491,104093,3,0,3,0
103071,105112,2,0,2,0
90252,108583,2,0,2,0
100707,108466,1,0,1,0
92814,96489,1,0,1,0
99598,107240,2,0,2,0
109350,109405,1,0,1,0
99486,100354,0,1,1,0
98022,105231,1,0,1,0
99006,105540,13,52,65,0
115266,115892,0,1,1,0
103211,103551,1,0,1,0
105817,107658,1,2,3,0
89061,110104,1,0,1,0
89660,100411,1,0,1,0
94751,96123,1,0,1,0
114963,115825,0,1,1,0
110659,110750,1,0,1,0
112619,114255,0,1,1,0
98437,108302,1,2,3,0
113353,115351,0,1,1,0
94899,114404,0,1,1,1
91060,107545,1,0,1,0
103071,107744,1,0,1,0
96372,105647,0,1,1,0
89510,106363,2,1,3,0
108155,114274,0,1,1,0
92212,106781,0,1,1,1
86778,104266,0,1,1,0
92789,100549,1,0,1,0
99789,106049,2,0,2,0
95872,113601,0,4,4,0
98510,107541,2,0,2,0
92448,95509,1,0,1,1
92392,92393,1,0,1,0
97565,106637,1,0,1,0
92577,102075,1,0,1,0
102186,107484,3,0,3,0
99978,104677,1,0,1,1
92575,104989,1,0,1,0
91318,91319,1,0,1,0
104028,112851,0,5,5,0
112560,113397,0,2,2,0
90071,90966,2,1,3,0
89508,100158,1,0,1,0
100930,104809,1,0,1,0
96853,106783,1,0,1,0
98250,107545,1,0,1,0
107770,108627,1,0,1,0
96853,104121,1,0,1,0
108163,110088,1,3,4,0
96877,101207,1,0,1,0
91467,98991,1,4,5,0
97240,98968,1,0,1,0
108831,108930,2,0,2,0
93131,93132,1,0,1,0
98917,103779,0,2,2,0
97624,104795,1,0,1,0
100301,109487,1,0,1,0
92765,103426,2,2,4,0
96012,104401,1,3,4,0
91709,100502,2,0,2,0
90406,92406,1,0,1,0
94660,114858,0,1,1,0
96496,103942,1,0,1,0
100727,102106,2,0,2,0
100997,114102,0,2,2,0
102565,105070,1,0,1,0
89589,105443,1,0,1,0
101356,113541,0,9,9,0
90423,114693,0,3,3,0
106655,108082,1,0,1,1
89863,98497,5,0,5,0
110126,114377,0,1,1,0
94785,103648,1,1,2,0
105136,107377,3,0,3,0
105917,108827,1,0,1,0
89280,108739,1,0,1,0
112553,113497,0,2,2,0
94815,95249,0,2,2,0
112913,114535,0,1,1,0
91926,91927,1,1,2,0
115135,115173,0,1,1,0
91341,96648,0,1,1,0
100038,107390,2,0,2,0
102724,114525,0,8,8,0
89677,109984,0,1,1,0
103662,113093,0,3,3,0
92531,92532,1,0,1,0
95046,115457,0,3,3,0
98200,101811,0,1,1,0
91305,100789,1,0,1,0
106848,107463,3,0,3,0
105371,108212,1,0,1,0
105249,112569,0,1,1,1
100732,104921,1,0,1,0
102041,103830,1,0,1,0
113987,115415,0,1,1,0
91349,99729,1,0,1,0
100477,109663,1,0,1,1
107984,116201,0,1,1,0
99254,108175,1,0,1,0
101197,106616,1,0,1,0
104835,108389,2,0,2,0
107575,116337,0,1,1,1
89008,106987,4,1,5,0
105236,107168,1,0,1,0
102724,114509,0,10,10,0
100613,105978,1,0,1,0
91135,102557,0,5,5,1
109898,112628,0,1,1,0
115582,115775,0,1,1,0
94201,94202,1,0,1,0
92979,98680,3,0,3,0
90880,107297,3,0,3,0
104054,109547,9,0,9,0
106353,107428,1,2,3,0
109349,113765,0,1,1,0
113151,114520,0,1,1,0
99463,111159,2,0,2,0
107327,113703,0,1,1,0
91471,109712,1,1,2,0
93343,98999,1,0,1,1
102724,114505,0,1,1,0
90036,116176,0,1,1,0
103672,109795,1,0,1,0
99388,102861,1,0,1,0
106215,113544,0,1,1,0
92704,92705,1,0,1,0
96445,112941,0,3,3,0
94395,114833,0,1,1,0
99742,100792,1,0,1,0
100892,105540,1,4,5,0
108848,111133,1,0,1,0
91731,99979,0,1,1,0
91249,94948,1,0,1,0
95027,106997,1,0,1,0
91249,94946,1,0,1,0
102086,108900,2,0,2,0
91249,94947,1,0,1,0
113369,114025,0,2,2,0
92645,101918,1,0,1,0
92697,94262,0,5,5,0
96356,114291,0,1,1,0
101514,114297,0,2,2,0
92539,99955,3,1,4,0
89912,108974,1,0,1,0
91989,109664,2,0,2,0
103845,104971,1,0,1,0
103087,114086,0,1,1,0
99463,101777,5,0,5,0
92718,105617,1,0,1,0
100912,109637,1,0,1,0
92974,116062,0,1,1,1
92964,109804,1,0,1,0
95363,96688,1,0,1,0
102176,112954,0,2,2,0
92848,107891,1,5,6,0
89920,91065,2,0,2,0
101436,109466,1,0,1,0
89683,101682,1,0,1,0
95169,115129,0,2,2,0
109712,112528,0,1,1,0
113493,113903,0,1,1,0
95637,101197,1,0,1,0
90921,109694,1,0,1,0
96136,100996,1,0,1,0
89088,100125,1,2,3,0
114963,115896,0,1,1,0
85937,110880,1,0,1,0
101131,113338,0,1,1,0
104434,116242,0,1,1,0
85937,110876,1,0,1,0
95793,103662,0,1,1,0
95318,113216,0,1,1,0
92237,95841,0,1,1,0
89056,109897,1,0,1,0
92918,116093,0,1,1,1
113114,113623,0,1,1,0
91768,99555,1,0,1,0
104462,116227,0,1,1,0
99070,100056,2,0,2,0
99297,106969,2,0,2,0
106904,109923,0,2,2,1
96877,99449,1,0,1,0
89777,106781,0,1,1,1
99174,105938,2,0,2,0
98511,113674,0,1,1,0
109898,110089,5,6,11,0
93889,100139,1,0,1,0
91374,91436,0,1,1,0
104311,104500,1,0,1,0
92124,115442,0,1,1,0
115651,116030,0,1,1,0
104297,115603,0,19,19,0
101613,107505,2,0,2,0
103833,104424,1,0,1,0
98702,101784,1,0,1,0
96372,115020,0,1,1,0
99706,102372,1,0,1,0
91489,96053,0,1,1,0
92700,92701,1,0,1,0
105567,115228,0,2,2,0
96717,98134,1,0,1,0
99605,108333,0,3,3,0
105202,107941,1,0,1,0
113357,116100,0,1,1,0
102724,114598,0,9,9,0
90964,105859,2,0,2,0
113900,113969,0,1,1,0
105021,114090,0,1,1,0
98016,98017,1,0,1,0
115270,116164,0,1,1,0
94420,104462,1,0,1,0
95193,102361,1,2,3,0
90539,109172,1,0,1,0
106904,107327,0,1,1,0
111036,112470,2,0,2,0
92468,113269,0,19,19,0
96356,114241,0,20,20,0
97427,110088,2,0,2,0
97912,114008,0,1,1,0
113727,115375,0,2,2,0
96559,108155,0,1,1,0
92237,105078,1,0,1,0
105013,108086,1,0,1,0
92827,106436,1,0,1,0
99070,102689,1,0,1,0
96878,108956,1,0,1,0
97619,100201,1,0,1,0
92933,103629,0,2,2,0
92107,105493,1,8,9,0
108808,113298,0,1,1,1
104336,116196,0,1,1,1
112843,113136,0,4,4,0
110019,114696,0,1,1,1
98252,107323,1,0,1,1
92487,102991,1,0,1,0
97698,115185,0,1,1,0
96531,112597,0,7,7,0
90036,106781,0,1,1,1
94599,114089,0,1,1,0
93614,106576,1,0,1,0
99321,114958,0,1,1,0
115651,116065,0,3,3,0
105797,107941,2,0,2,0
112708,114715,0,2,2,0
89263,109467,3,0,3,0
98070,102861,1,0,1,0
95278,106555,1,0,1,0
103265,109647,0,1,1,0
98726,106796,1,0,1,0
103087,114018,0,1,1,0
99626,107189,1,0,1,0
108233,110126,2,0,2,0
89182,107396,1,0,1,0
105915,106426,2,0,2,0
101131,113303,0,1,1,0
