author_min,author_max,zw_cooper_num,scopus_cooper_num,total_cooper_num,interdiscipline
90081,104073,1,0,1,0
99976,104599,1,0,1,0
89684,102007,3,0,3,0
92046,105969,1,0,1,0
91135,91637,0,1,1,0
89414,108730,1,0,1,0
95548,115671,0,3,3,0
104003,106913,1,0,1,0
102631,109314,4,0,4,0
99464,109068,1,0,1,0
100415,109926,1,0,1,0
96710,112637,0,1,1,0
106972,107681,1,0,1,0
85747,86075,1,0,1,0
114926,116136,0,1,1,0
112955,114796,0,1,1,0
104401,115504,0,4,4,1
101379,104518,2,0,2,0
91466,95095,1,27,28,0
91466,95094,1,11,12,0
96356,112879,0,1,1,0
90292,101102,1,0,1,0
95548,113040,0,3,3,0
101612,104860,3,0,3,0
107565,108945,2,0,2,0
99934,112748,0,1,1,0
100114,114395,0,1,1,0
98925,106542,2,0,2,0
98982,101219,1,0,1,1
92516,113549,0,1,1,0
105297,105687,1,0,1,0
104818,108886,1,0,1,0
95056,113903,0,1,1,0
103061,107540,1,0,1,1
113987,115473,0,2,2,0
93729,108167,0,1,1,0
92578,107463,1,0,1,0
102446,102923,1,0,1,0
102939,103265,1,2,3,0
115851,116345,0,1,1,0
97633,103512,1,0,1,0
91466,109298,0,1,1,0
104430,114862,0,1,1,0
94448,109661,0,1,1,0
92995,103210,1,0,1,0
115419,116091,0,2,2,0
106006,113703,0,1,1,0
97918,105498,1,0,1,0
99219,100030,1,0,1,0
92960,93383,0,5,5,0
114074,115822,0,2,2,0
88232,114812,0,3,3,0
106193,116041,0,3,3,0
95017,112715,0,6,6,0
91576,108155,0,1,1,0
89279,91251,1,0,1,0
112667,114409,0,1,1,0
114203,115214,0,1,1,0
103274,108744,0,1,1,0
98959,103321,1,0,1,0
95436,112650,0,1,1,0
89246,103038,4,0,4,0
104183,115337,0,6,6,0
113104,113160,0,2,2,0
112571,116188,0,1,1,0
100042,101623,1,0,1,0
104183,115331,0,1,1,0
105623,107305,1,0,1,0
113348,115176,0,1,1,0
95548,113067,0,1,1,0
91592,100129,1,0,1,0
91493,104314,1,0,1,0
89636,89637,2,0,2,0
96888,102344,1,0,1,0
91364,108035,1,0,1,0
103441,108024,1,0,1,0
114197,115020,0,1,1,0
95393,95395,1,0,1,0
103932,109552,1,0,1,0
95393,95394,1,0,1,0
93847,105784,1,0,1,0
94256,100682,0,1,1,0
94149,108873,1,0,1,0
95893,99603,1,0,1,1
101182,108917,1,0,1,0
107261,107947,4,0,4,0
113700,115949,0,1,1,0
99000,100082,1,0,1,0
86511,114060,0,1,1,1
99955,115980,0,1,1,1
89047,113761,0,1,1,0
115673,115788,0,1,1,0
105774,107198,1,0,1,1
93289,101971,1,0,1,1
94319,102491,0,2,2,0
92578,107479,1,0,1,0
98636,115274,0,2,2,0
96798,98253,1,0,1,0
114986,116188,0,1,1,0
95219,100613,1,0,1,0
98636,115276,0,3,3,0
94615,112672,0,2,2,0
108048,108828,1,0,1,0
92476,108959,3,0,3,0
110507,112470,1,0,1,0
108165,110126,1,0,1,0
92321,100999,1,0,1,0
107162,109466,1,0,1,0
91986,100736,0,1,1,0
96915,103279,1,0,1,0
99061,105596,1,0,1,1
113052,114447,0,1,1,0
91394,95642,1,0,1,0
102148,110041,4,0,4,0
99955,113395,0,3,3,0
101660,102311,1,0,1,0
98991,100230,0,3,3,0
99396,107325,2,0,2,1
97715,104478,1,0,1,0
100211,115291,0,1,1,1
93434,106167,1,0,1,0
114203,115140,0,1,1,0
93648,98563,1,0,1,0
94930,108901,1,0,1,0
93415,96586,0,1,1,0
102606,105627,1,0,1,0
96353,104019,1,0,1,0
98553,103774,0,1,1,1
114986,116091,0,3,3,0
109547,110081,2,0,2,0
85502,106001,1,0,1,0
92270,109255,0,2,2,1
113568,113753,0,1,1,0
92688,114048,0,1,1,0
90076,99463,7,0,7,0
90294,105231,1,0,1,0
95007,100688,1,0,1,0
98415,104297,0,1,1,0
107479,116091,0,2,2,0
103811,109377,1,0,1,0
95056,113822,0,6,6,0
86696,94004,1,0,1,1
113720,115317,0,1,1,0
100038,102826,2,0,2,0
91562,92826,1,0,1,0
93481,105807,1,0,1,0
102084,108635,0,1,1,1
97426,101117,2,1,3,0
89515,106877,1,0,1,0
89385,103713,3,0,3,0
99515,112783,0,3,3,0
89680,107440,6,0,6,0
94288,104311,1,0,1,1
89584,105094,2,0,2,0
89673,99082,1,0,1,0
115310,115929,0,1,1,0
92556,101356,1,9,10,0
100211,115289,0,18,18,0
98834,104063,1,0,1,0
112536,114964,0,1,1,0
91429,101127,1,0,1,0
89317,103466,1,0,1,0
94858,103988,0,1,1,1
101730,108182,2,0,2,0
98310,100444,3,0,3,0
95377,106203,1,0,1,0
90177,114225,0,1,1,0
101101,113433,0,2,2,0
97930,102857,1,0,1,0
94262,94451,0,1,1,0
113104,115820,0,1,1,0
98991,100256,3,0,3,0
93440,109037,1,0,1,0
97147,98294,0,1,1,0
103300,108364,0,4,4,0
101819,112615,0,5,5,0
98609,108104,1,0,1,0
93623,99176,2,0,2,0
114667,115067,0,1,1,1
109721,116039,0,1,1,0
99945,101214,1,2,3,0
113014,116350,0,1,1,1
90816,104738,2,0,2,0
106167,111128,1,0,1,0
107565,108932,1,0,1,1
106189,107943,3,0,3,0
91986,100707,0,1,1,0
104430,114883,0,3,3,0
91358,92406,1,0,1,0
92532,106436,2,0,2,0
91367,114313,0,1,1,0
102724,112485,0,1,1,0
93983,105271,1,0,1,0
115789,115960,0,1,1,0
89536,107440,10,0,10,0
96126,104677,1,0,1,0
108889,112309,1,0,1,0
103713,105353,1,0,1,0
113327,114583,0,1,1,0
97456,103300,2,0,2,0
94899,114346,0,1,1,0
91046,106319,4,1,5,0
110195,111517,1,0,1,0
94377,109242,1,0,1,0
107366,114487,0,1,1,0
99653,106987,7,0,7,0
89512,89514,1,0,1,0
89512,89513,1,0,1,0
113552,114869,0,1,1,0
94575,103561,2,0,2,0
100601,106613,1,0,1,0
92814,98119,0,2,2,0
92033,92422,0,1,1,0
93626,116177,0,1,1,0
93967,100351,3,0,3,0
105297,105720,1,0,1,0
90383,96424,0,4,4,0
100211,115258,0,1,1,0
90191,90991,1,0,1,0
87560,109494,0,1,1,0
91737,103549,1,0,1,0
96445,105021,0,6,6,0
94248,104766,1,0,1,0
97774,103137,1,0,1,0
103283,105069,1,0,1,0
93185,105151,1,0,1,0
89687,112774,0,1,1,1
109775,113065,0,17,17,0
115959,116242,0,1,1,0
92230,95337,1,0,1,0
92154,107463,3,0,3,0
112833,113351,0,2,2,0
92933,94657,0,1,1,0
91170,108682,1,0,1,0
100201,105798,1,0,1,0
91548,91549,1,0,1,0
89512,89515,1,0,1,0
91951,92815,1,0,1,0
94169,108333,1,3,4,0
92516,96373,0,8,8,0
89617,109710,1,4,5,0
91121,107205,1,0,1,0
92516,96372,0,2,2,0
99979,112644,0,1,1,0
100422,102272,1,0,1,0
95091,113353,0,1,1,0
101819,109045,0,1,1,0
90356,106666,1,0,1,0
101454,103730,1,0,1,0
102399,108354,2,0,2,0
92368,92370,1,0,1,0
98515,103028,1,0,1,0
113104,115864,0,3,3,0
98573,101404,1,0,1,0
102757,105372,0,2,2,0
107960,109668,4,0,4,0
103761,103819,2,0,2,0
97552,103096,1,0,1,0
94429,108009,1,0,1,0
100071,102701,1,0,1,0
101344,102218,1,0,1,0
91317,98442,1,0,1,0
114819,115822,0,5,5,0
96877,101996,1,0,1,0
90856,104423,1,0,1,0
91970,101782,1,0,1,0
91779,112892,0,1,1,0
89302,105664,2,0,2,0
94262,115515,0,4,4,0
94809,99621,1,0,1,0
106014,106245,1,0,1,0
95207,107463,1,0,1,0
92926,104370,1,0,1,0
91812,92121,3,2,5,0
91812,92122,2,3,5,0
89455,109599,1,0,1,0
91812,92123,4,3,7,0
99545,112344,1,0,1,0
91864,92921,1,0,1,0
103659,107681,1,0,1,0
105289,109775,0,11,11,0
113149,113979,0,1,1,1
95947,103395,1,0,1,0
112984,115871,0,1,1,0
90496,103365,1,0,1,0
107947,109178,3,0,3,0
114819,115818,0,3,3,0
92714,106952,1,1,2,0
90725,104095,2,0,2,0
99513,107698,1,0,1,0
92273,107981,1,0,1,0
94058,94059,1,0,1,0
89084,105373,1,0,1,0
92237,112939,0,3,3,0
103412,109678,1,0,1,0
109173,114229,0,1,1,0
107272,108335,1,0,1,0
94058,94060,1,0,1,1
104326,104329,2,9,11,0
102444,109766,1,0,1,1
106240,109547,1,0,1,0
90970,104863,1,0,1,0
114241,115957,0,11,11,0
92740,112809,0,1,1,0
91489,105647,0,7,7,0
104817,115312,0,6,6,1
106775,107866,18,0,18,0
114314,115291,0,6,6,0
110767,112655,0,2,2,0
98968,100488,1,0,1,0
96939,98296,1,0,1,0
102461,114074,0,5,5,0
95547,95548,1,9,10,0
115144,116131,0,1,1,0
102433,104063,1,4,5,0
98549,109046,1,0,1,0
91648,91649,1,0,1,0
93303,104049,1,0,1,1
114191,116307,0,1,1,0
94297,103306,1,0,1,1
100797,106289,4,1,5,0
91988,99463,1,0,1,0
97039,105645,1,0,1,0
105890,109046,1,0,1,0
113192,113785,0,1,1,0
85894,110502,1,0,1,0
89785,104677,2,0,2,0
101131,115638,0,1,1,0
102583,107862,1,0,1,0
91442,99580,2,0,2,0
99598,105423,1,2,3,0
90632,90633,1,0,1,0
95047,114968,0,7,7,0
105980,108514,1,2,3,0
101524,109547,1,0,1,1
96831,97263,2,0,2,0
96877,101952,1,0,1,0
93415,96523,1,0,1,0
93415,96524,1,0,1,0
101798,116378,0,1,1,0
99469,109238,1,0,1,0
99786,108104,1,0,1,0
90592,105048,1,0,1,0
106419,109888,2,0,2,0
92888,100398,0,1,1,0
96722,114300,0,1,1,0
107490,112409,1,0,1,0
100970,112892,0,3,3,0
90588,104326,1,0,1,0
102974,107208,1,0,1,0
104326,106997,1,0,1,0
112584,114951,0,3,3,0
98429,103403,1,0,1,0
112752,113663,0,2,2,0
113284,114765,0,1,1,1
99070,99690,4,0,4,0
112883,113303,0,1,1,0
99249,114225,0,1,1,0
94916,105540,0,1,1,0
90402,106639,1,0,1,0
114697,115465,0,1,1,0
105101,105908,2,0,2,0
100617,109979,1,0,1,0
113074,116276,0,1,1,0
91942,101117,0,3,3,0
98160,99849,1,0,1,0
114223,115431,0,1,1,0
96797,106968,1,0,1,0
102778,108521,1,0,1,0
100420,109168,1,0,1,0
95240,107990,0,1,1,0
113280,115064,0,1,1,0
98984,105423,0,1,1,0
102740,107866,2,0,2,0
90223,102204,1,12,13,0
90367,110767,0,3,3,0
92989,100308,5,0,5,0
98219,107329,3,0,3,0
114290,114724,0,2,2,0
112566,114403,0,5,5,0
95256,95257,1,0,1,0
104326,116340,0,1,1,0
105070,109774,4,0,4,0
113727,115250,0,1,1,0
92957,105059,1,0,1,1
92362,113822,0,1,1,0
102416,112751,0,1,1,0
105372,114248,0,1,1,0
100150,107507,1,0,1,0
101223,104602,1,0,1,0
103071,107616,1,0,1,0
115572,115779,0,1,1,0
94847,109238,1,0,1,0
101131,115621,0,1,1,0
97078,104330,1,0,1,0
114404,114711,0,1,1,1
99414,100858,1,0,1,0
95959,105003,1,4,5,0
104149,104952,1,0,1,0
113727,115258,0,1,1,0
90584,100668,2,0,2,0
91630,104178,1,0,1,0
90996,105687,1,0,1,0
102983,106179,3,0,3,0
94234,109912,1,0,1,1
107681,108239,5,0,5,0
96921,106111,1,0,1,0
97951,103406,1,0,1,0
91107,104003,1,1,2,0
99896,105226,1,0,1,1
89712,106544,5,0,5,0
90554,99015,3,0,3,0
102028,113636,0,1,1,0
101691,105669,1,0,1,0
96530,116315,0,1,1,0
96219,104219,1,0,1,0
112833,113302,0,1,1,0
100051,100710,0,1,1,0
91986,110088,0,6,6,0
91986,110089,0,2,2,0
92060,102387,0,1,1,0
106012,114105,0,2,2,1
107216,115917,0,2,2,0
91830,91831,1,0,1,0
102757,107940,1,3,4,0
100588,102319,4,1,5,0
99173,106820,1,3,4,0
98856,101811,0,1,1,1
101450,106447,2,0,2,0
90620,91625,1,0,1,0
96601,104768,1,1,2,0
93727,95084,1,0,1,0
114759,116085,0,2,2,0
115512,115871,0,2,2,0
113179,113462,0,1,1,0
113394,113809,0,1,1,0
103797,104722,1,0,1,1
104817,115337,0,3,3,0
97841,108930,1,0,1,0
114314,115230,0,4,4,0
92213,103400,1,0,1,0
89148,101774,1,0,1,0
92703,101236,1,0,1,0
95581,98350,1,0,1,0
94648,105462,0,1,1,0
115318,116085,0,1,1,0
104714,115671,0,1,1,0
94711,100308,3,0,3,0
107891,114328,0,1,1,0
97481,105220,2,0,2,0
101190,114367,0,1,1,0
98053,113662,0,1,1,0
101726,109454,1,0,1,0
106004,108545,0,1,1,0
92861,100928,1,0,1,0
94697,94698,1,0,1,0
91131,107316,1,0,1,0
100434,106574,1,0,1,0
96684,114872,0,1,1,0
90973,109198,3,0,3,0
92506,115987,0,1,1,0
113013,113226,0,2,2,0
104987,114053,0,2,2,0
105689,111391,1,0,1,0
98549,100523,1,0,1,0
98749,109910,1,0,1,0
93931,103964,1,0,1,0
98437,98817,0,1,1,0
107525,116128,0,3,3,0
102370,104842,5,0,5,0
108182,116254,0,1,1,0
94257,115758,0,2,2,0
104987,114048,0,3,3,0
100472,102127,1,0,1,0
92593,100844,2,0,2,0
104714,113080,0,12,12,0
99006,115901,0,3,3,0
95544,106319,1,0,1,0
102796,106630,5,0,5,0
103950,107378,2,0,2,0
91323,105551,1,0,1,0
88586,115669,0,1,1,0
94395,96123,0,3,3,0
107525,116131,0,1,1,0
106263,115348,0,2,2,0
91676,105013,1,0,1,0
114358,114764,0,4,4,0
99765,107305,2,0,2,0
101970,108806,6,0,6,0
95017,112639,0,2,2,0
101247,113306,0,1,1,0
90355,105627,1,0,1,0
113058,115763,0,1,1,0
105576,106157,1,0,1,0
113700,115883,0,2,2,0
92222,92223,1,0,1,0
94892,114254,0,1,1,0
96684,114858,0,3,3,0
113236,116390,0,1,1,0
99329,113679,0,1,1,0
90709,98860,1,0,1,0
92349,115941,0,3,3,0
95841,115037,0,4,4,0
115409,116065,0,1,1,0
100513,102724,5,49,54,0
100040,108656,1,0,1,0
89057,91600,1,0,1,0
91401,100551,1,0,1,0
91740,92907,1,2,3,0
99665,108568,1,0,1,0
91740,92906,1,1,2,0
98106,105936,1,0,1,0
99431,106928,1,0,1,0
99441,116240,0,1,1,0
105080,109773,1,1,2,0
104714,113040,0,3,3,0
90423,107309,0,1,1,0
114358,114753,0,1,1,0
100707,106843,1,0,1,0
104080,115765,0,1,1,1
96684,100211,0,1,1,0
105147,116310,0,1,1,0
90825,115893,0,1,1,0
109338,115198,0,1,1,0
91625,92877,1,0,1,0
89730,102018,1,0,1,0
91320,102897,1,0,1,0
94414,115784,0,1,1,1
90009,105618,3,0,3,0
88386,109637,1,0,1,1
102861,105664,1,0,1,0
91730,91761,1,0,1,0
95744,102301,2,1,3,0
107525,116154,0,1,1,0
91984,107490,1,0,1,0
91553,99298,1,0,1,0
99684,109678,0,1,1,0
91672,95769,1,1,2,0
102418,104972,1,0,1,0
96435,103171,1,0,1,0
96373,116359,0,1,1,0
97515,97516,1,0,1,0
99674,107512,1,0,1,0
99820,104401,0,1,1,1
109255,113148,0,5,5,0
89694,102086,6,0,6,0
91312,102201,1,0,1,1
93038,93039,1,0,1,1
95636,107305,0,1,1,0
104921,105969,2,0,2,0
90804,100622,2,0,2,0
100564,105795,1,0,1,0
92717,109472,2,0,2,0
92844,105943,1,0,1,0
106265,107484,2,0,2,0
102028,113490,0,1,1,1
89768,93884,1,0,1,0
94172,97962,1,0,1,1
114359,115942,0,1,1,0
101247,103942,0,1,1,0
90870,107926,3,0,3,0
100375,101877,3,2,5,0
95312,106215,2,3,5,0
115408,115705,0,1,1,0
103477,109730,2,0,2,0
91638,109659,1,0,1,0
93608,108004,1,0,1,0
90265,106122,1,0,1,0
90303,108092,2,0,2,0
103283,107805,1,0,1,0
93135,98585,1,0,1,0
93824,98134,1,0,1,0
101182,108896,1,0,1,0
92749,102301,2,1,3,0
114010,114389,0,1,1,0
100906,108053,2,0,2,0
98257,105567,1,0,1,0
100857,101087,0,1,1,0
94162,94163,1,0,1,0
94162,94164,1,0,1,0
94486,94487,1,0,1,0
112526,114866,0,2,2,0
112601,113807,0,1,1,0
91863,91864,1,0,1,0
104401,115473,0,8,8,0
104768,112597,0,1,1,0
91113,93931,1,0,1,0
91863,91865,1,0,1,0
90740,108724,1,0,1,0
89283,109173,1,0,1,0
93010,108547,0,1,1,0
104063,116130,0,1,1,0
101798,104597,3,0,3,0
94181,103191,2,0,2,0
96686,104377,1,0,1,0
114280,114643,0,1,1,0
98552,112936,0,1,1,0
102438,104396,2,0,2,0
89347,103092,1,0,1,0
85808,112378,1,0,1,0
95293,101460,1,0,1,0
91730,91732,1,0,1,0
112995,116394,0,1,1,0
91730,91731,1,0,1,0
101491,107297,0,1,1,0
98776,100036,1,0,1,0
113194,115415,0,9,9,0
95071,113004,0,1,1,0
113004,116210,0,1,1,0
89903,103527,0,1,1,0
91972,103400,6,0,6,0
92509,104028,1,2,3,0
91466,112994,0,1,1,0
91987,113719,0,2,2,0
89914,89915,1,0,1,0
110207,110582,1,0,1,0
101831,108009,2,0,2,0
101209,113183,0,1,1,0
95922,105594,0,1,1,0
99323,102924,1,0,1,1
103049,113889,0,3,3,0
100740,104812,1,0,1,0
113013,113277,0,1,1,0
91489,115096,0,4,4,1
115523,116333,0,1,1,0
103477,109719,14,0,14,0
92076,103079,1,0,1,0
105385,109503,2,0,2,0
104677,109126,1,0,1,0
92281,92415,1,0,1,0
97890,107595,0,1,1,0
112966,115348,0,1,1,0
97327,98903,3,0,3,0
115250,116033,0,1,1,0
104962,106862,1,0,1,0
89763,100967,2,0,2,0
92374,99463,1,0,1,0
112640,114924,0,4,4,0
92353,100125,2,0,2,0
97346,99106,1,0,1,0
104728,109278,1,0,1,0
104320,105771,1,0,1,0
91731,104160,1,0,1,1
99006,113338,0,1,1,0
95046,113805,0,4,4,0
92869,113166,0,1,1,0
114546,115518,0,3,3,0
91844,108398,1,0,1,0
97790,108724,1,0,1,0
113987,115551,0,2,2,0
95358,95790,0,2,2,0
92605,108373,4,0,4,0
94373,94375,1,0,1,0
94373,94374,1,0,1,0
96791,105702,1,0,1,0
99665,108517,1,0,1,0
114510,114549,0,3,3,0
104750,108726,1,0,1,0
97265,97903,2,0,2,0
99006,113321,0,2,2,0
107907,109678,1,5,6,0
93405,93406,1,0,1,0
89100,91718,0,1,1,0
113002,114706,0,1,1,0
89673,99125,1,0,1,0
96492,114877,0,3,3,0
113509,114872,0,2,2,0
97478,107744,2,0,2,0
100668,108140,1,0,1,0
98597,100805,3,0,3,0
105906,107868,1,0,1,0
91141,107681,2,0,2,0
89525,108953,1,0,1,0
91561,95951,1,0,1,0
100201,103294,1,0,1,0
98347,99856,0,1,1,0
114798,115433,0,3,3,0
93155,115050,0,1,1,0
101117,114775,0,1,1,0
99106,109595,1,0,1,0
104423,107855,2,0,2,0
113605,114007,0,1,1,0
101117,114778,0,2,2,0
91561,95950,1,0,1,0
98029,109046,1,0,1,0
90284,107840,1,0,1,0
109785,113174,0,2,2,1
105416,107619,1,0,1,0
90968,105079,2,0,2,0
92408,108654,3,0,3,0
94150,114226,0,1,1,0
100513,114782,0,5,5,0
102399,108319,0,1,1,0
90054,99311,2,0,2,0
95900,98544,2,1,3,0
101845,103087,9,0,9,0
94815,103136,0,1,1,0
105426,107556,2,0,2,0
90429,98111,1,0,1,0
101117,114783,0,3,3,0
113236,116302,0,1,1,0
91819,104511,1,0,1,0
95044,106189,1,0,1,0
107043,114268,0,1,1,0
104660,109233,0,1,1,1
104401,115443,0,2,2,0
116170,116373,0,3,3,0
115583,116390,0,1,1,0
99682,105567,1,0,1,1
95048,115324,0,1,1,0
106032,106614,2,0,2,0
105153,109030,2,0,2,0
112571,116091,0,1,1,0
88628,102399,0,1,1,1
97340,115085,0,2,2,0
100149,102884,1,0,1,0
98624,101623,1,0,1,0
99006,113304,0,1,1,0
104183,115265,0,4,4,0
89501,110648,1,0,1,0
92284,98119,2,4,6,0
93433,105623,1,0,1,0
101480,108739,2,4,6,0
91546,108635,1,0,1,0
99722,100721,1,0,1,0
101007,105664,1,0,1,0
103400,105577,1,1,2,0
105269,107520,1,1,2,0
91789,100863,1,0,1,0
95581,115572,0,1,1,0
102438,116324,0,1,1,0
113841,115569,0,1,1,0
92138,98831,1,0,1,0
91972,103435,1,0,1,1
90508,104869,1,0,1,0
104768,112526,0,9,9,0
90002,103306,1,0,1,0
96639,107160,1,1,2,0
103274,108605,1,2,3,0
95280,99478,1,0,1,1
112557,115431,0,1,1,0
91499,105627,2,0,2,0
89401,101454,5,0,5,0
100267,108877,1,0,1,0
91962,113249,0,1,1,0
105714,109694,1,0,1,0
91779,100970,0,1,1,0
107051,109590,1,0,1,0
107525,116164,0,1,1,0
89684,104761,1,0,1,0
114358,114731,0,10,10,0
101955,104547,2,0,2,0
90695,109156,1,0,1,0
100230,104326,0,1,1,0
102617,108716,1,0,1,0
108302,109647,2,7,9,0
90041,99146,2,0,2,0
104768,112516,0,1,1,0
103426,106319,5,2,7,0
104768,112519,0,1,1,0
93876,104832,1,0,1,0
98723,106595,1,0,1,0
112528,116373,0,1,1,0
115623,115789,0,1,1,0
91367,114451,0,5,5,0
99311,99683,1,0,1,0
95383,100963,1,0,1,0
104183,115203,0,4,4,0
97539,107825,1,0,1,0
94570,103279,1,0,1,0
101489,101856,2,0,2,0
91794,100125,1,0,1,0
109678,110201,0,1,1,0
104338,108573,1,0,1,0
114905,115468,0,1,1,0
95056,95058,1,1,2,0
95056,95057,1,7,8,0
115523,116395,0,1,1,0
102724,112620,0,1,1,0
95634,103197,1,0,1,1
102939,103136,0,2,2,0
91812,92076,5,2,7,0
89606,106630,1,0,1,0
92408,106038,2,0,2,0
90620,107008,1,0,1,0
90298,99046,1,0,1,0
94395,109704,0,3,3,0
99447,105664,27,0,27,0
91367,114481,0,5,5,0
103500,104918,1,0,1,0
92877,108493,1,0,1,0
91561,95949,1,0,1,0
94625,109074,1,0,1,0
100016,105004,0,1,1,0
103835,108739,0,1,1,0
114242,114443,0,1,1,0
97698,113202,0,1,1,0
100340,101460,1,0,1,0
101117,114748,0,1,1,0
89346,100129,1,0,1,0
113104,115691,0,6,6,0
104401,115415,0,18,18,0
95855,102437,1,0,1,1
113700,115829,0,4,4,0
115274,115379,0,1,1,0
99677,103783,0,1,1,0
98427,113960,0,1,1,0
104571,114547,0,1,1,0
112879,114534,0,1,1,0
95548,115594,0,3,3,0
101069,112774,0,1,1,0
89964,106279,2,0,2,0
107022,111000,1,0,1,0
89303,99463,1,0,1,0
113509,114858,0,1,1,0
99955,101464,1,0,1,0
114798,115413,0,1,1,0
101117,114758,0,1,1,0
106601,112811,0,3,3,0
96054,101491,1,0,1,1
88749,114366,0,1,1,0
105733,108808,1,0,1,1
97453,107384,1,0,1,0
101101,115959,0,5,5,0
112574,112969,0,1,1,0
96505,104930,2,0,2,0
113225,113556,0,1,1,1
113727,115173,0,3,3,0
115173,115258,0,1,1,0
115265,116211,0,4,4,0
112984,115784,0,1,1,0
113357,114125,0,2,2,0
96858,112149,1,0,1,0
108635,112933,0,2,2,1
89290,104092,1,0,1,0
92342,98991,3,0,3,0
103825,106717,3,0,3,0
103605,108062,2,0,2,0
93172,109074,1,0,1,0
111163,111353,1,0,1,0
98991,100125,2,4,6,0
113727,115182,0,8,8,0
94262,94536,0,3,3,0
94503,94504,1,0,1,0
94751,114515,0,2,2,0
107327,113524,0,3,3,0
103119,107744,2,0,2,0
113850,114731,0,6,6,0
89207,93439,0,1,1,0
90026,90027,1,0,1,0
106592,108959,0,2,2,0
90230,90231,3,0,3,0
91365,112915,0,1,1,0
99006,113394,0,2,2,0
105101,105851,1,0,1,0
101117,114706,0,3,3,0
92864,103583,1,0,1,0
96145,103894,0,1,1,0
110019,116253,0,1,1,1
91777,105289,0,6,6,0
115214,115955,0,1,1,0
101117,102724,1,13,14,0
91504,102192,1,0,1,0
103546,105979,1,0,1,0
91540,109783,1,0,1,1
101456,105197,2,0,2,0
92516,113605,0,1,1,0
102724,112592,0,3,3,0
99898,109260,1,0,1,0
113987,115617,0,6,6,0
102724,112597,0,19,19,0
100857,101117,0,1,1,0
94256,110201,0,1,1,0
95026,99082,0,3,3,0
113663,114964,0,1,1,0
106630,108236,2,0,2,0
99081,105720,2,0,2,0
93881,106630,3,0,3,0
95229,100997,2,0,2,0
113478,114150,0,1,1,0
113159,113341,0,1,1,0
103783,107496,1,0,1,0
92739,114037,0,1,1,0
98119,99082,0,3,3,0
94209,95286,1,0,1,0
93510,108364,1,0,1,0
93088,102557,0,13,13,1
89995,100693,2,0,2,0
100516,109995,1,0,1,0
94718,102863,1,0,1,0
102778,108489,1,0,1,0
93500,106245,2,0,2,0
97841,99955,1,0,1,0
92874,103061,0,1,1,0
107162,109547,1,0,1,0
103629,107301,0,1,1,0
97783,104895,1,0,1,0
115784,115871,0,1,1,1
89331,102115,1,0,1,0
98991,100152,10,0,10,0
102020,107009,1,0,1,0
114768,115702,0,1,1,0
99945,101117,5,7,12,0
102724,112571,0,2,2,0
114203,115064,0,2,2,0
103669,107022,1,0,1,1
102724,112574,0,2,2,0
92786,101970,1,0,1,0
113301,115346,0,9,9,0
97642,102468,1,0,1,0
105837,109040,1,0,1,0
96840,108335,2,0,2,1
107008,109448,1,0,1,1
89195,105373,1,0,1,0
94658,115008,0,1,1,0
94839,104963,1,0,1,0
92737,100502,1,0,1,0
102086,111030,1,0,1,0
94907,104077,1,0,1,0
94853,113235,0,1,1,0
105131,105504,1,0,1,0
113957,115884,0,1,1,0
104183,115289,0,2,2,0
92781,113703,0,1,1,0
91685,91686,1,0,1,0
89977,100111,1,0,1,0
89561,100227,0,1,1,0
97999,108532,1,0,1,0
113903,114267,0,1,1,0
91564,102037,1,0,1,0
112779,115526,0,1,1,0
99661,114381,0,3,3,0
93529,93530,1,0,1,0
102280,107916,4,0,4,0
108796,110025,1,0,1,0
102311,103451,1,0,1,0
90990,106702,2,0,2,0
88749,114345,0,5,5,0
114703,115674,0,3,3,0
98807,112755,0,1,1,0
108862,109229,2,0,2,0
92888,114885,0,2,2,1
90026,102640,1,0,1,0
89536,89537,1,0,1,0
108786,112714,0,1,1,1
108635,109811,2,0,2,0
91837,102379,0,1,1,0
102301,115521,0,5,5,0
102473,106497,1,1,2,0
92035,100103,2,2,4,0
91739,98399,0,2,2,0
98642,108795,1,0,1,1
96143,96379,2,0,2,0
103543,109000,1,0,1,0
112676,113445,0,1,1,0
113357,114107,0,1,1,0
99505,112737,0,1,1,0
90993,90994,1,0,1,0
104788,110284,1,0,1,0
89269,89823,1,0,1,0
92801,107623,2,0,2,0
95798,101877,0,1,1,0
89175,105093,1,0,1,0
113104,115735,0,2,2,0
106167,111045,1,0,1,0
111757,116176,0,1,1,0
91324,91468,1,0,1,0
93538,100514,1,0,1,0
96402,112674,0,1,1,0
101101,113369,0,3,3,0
91282,92035,0,1,1,0
90765,104003,1,0,1,0
104869,110184,1,0,1,0
101348,111338,1,0,1,0
103430,107449,1,0,1,0
100883,108350,1,0,1,0
98390,102495,1,0,1,0
92996,99053,2,0,2,0
95057,114924,0,3,3,0
101927,106279,1,0,1,0
95023,105540,1,2,3,0
96053,114809,0,1,1,0
103912,112839,0,1,1,0
104049,107834,2,0,2,0
90548,92003,4,0,4,0
100922,114716,0,1,1,0
95946,112524,0,1,1,0
99789,104921,2,0,2,0
103118,106523,1,0,1,0
91391,115330,0,1,1,0
109710,113046,0,2,2,0
94561,99968,0,1,1,0
96549,99006,1,0,1,0
97241,97414,0,1,1,0
92740,112929,0,1,1,0
90404,90405,1,0,1,0
92107,92109,1,3,4,0
